FromZone,ToZone,ArHour,Purpose,POE,Lane,Dir,RevWght
4503,5108,18,HBW,SY,General,SB,22.91576819
4401,4986,18,HBS,SY,General,SB,23.22422729
4475,4811,18,HBS,SY,General,SB,22.91694182
4664,4899,21,HBW,SY,General,SB,23.1049997
4430,4907,21,HBS,SY,General,SB,23.23577954
4651,4826,18,HBS,SY,General,SB,23.34021012
4202,4902,21,HBO,SY,General,SB,23.1049997
4438,4818,18,HBW,SY,General,SB,23.22606828
4442,5273,18,HBS,SY,General,SB,23.26581082
4178,5298,18,HBO,SY,General,SB,22.13435687
3537,5173,18,HBS,SY,General,SB,24.00517836
4328,4829,18,HBS,SY,General,SB,23.172012
4664,5064,18,HBS,SY,General,SB,23.1049997
4503,5030,18,HBO,SY,General,SB,22.91576819
4664,4941,18,HBS,SY,General,SB,23.1049997
4637,5299,18,HBS,SY,General,SB,22.21361181
3085,4974,18,HBO,SY,General,SB,22.40376382
4660,4829,18,HBO,SY,General,SB,24.41275215
4469,5149,18,HBW,SY,General,SB,23.10522983
4443,5283,18,HBS,SY,General,SB,23.23577954
4545,4811,18,HBS,SY,General,SB,23.02668827
4469,4829,18,HBS,SY,General,SB,23.10522983
4660,4871,21,HBS,SY,General,SB,24.41275215
4282,5297,18,HBS,SY,General,SB,23.28454296
4503,4759,18,HBW,SY,General,SB,22.91576819
4475,5222,18,HBS,SY,General,SB,22.91694182
4637,4737,18,HBS,SY,General,SB,22.21361181
4663,5306,18,HBO,SY,General,SB,26.87897518
4637,5303,18,HBS,SY,General,SB,22.21361181
4443,5012,18,HBS,SY,General,SB,23.23577954
4646,4877,18,HBS,SY,General,SB,23.23023355
4601,4821,18,HBS,SY,General,SB,23.23301805
4106,4893,18,HBO,SY,General,SB,20.25200614
4642,4736,18,HBO,SY,General,SB,22.05673582
4662,5190,18,HBS,SY,General,SB,23.1049997
4664,4876,21,HBW,SY,General,SB,23.1049997
4561,5262,18,HBS,SY,General,SB,23.20344703
4238,5311,18,HBW,SY,General,SB,23.29724584
4482,4952,18,HBW,SY,General,SB,23.04818192
4663,4986,18,HBS,SY,General,SB,26.87897518
4661,4826,18,HBS,SY,General,SB,23.25750332
4664,5289,18,HBS,SY,General,SB,23.1049997
4664,5313,18,HBS,SY,General,SB,23.1049997
4430,5193,18,HBS,SY,General,SB,23.23577954
4664,4942,18,HBS,SY,General,SB,23.1049997
4016,4733,18,HBW,SY,General,SB,22.13343637
4664,4780,18,HBS,SY,General,SB,23.1049997
4646,5297,18,HBO,SY,General,SB,23.23023355
4162,4733,18,HBO,SY,General,SB,23.46475359
4661,5308,18,HBS,SY,General,SB,23.25750332
4443,4895,18,HBO,SY,General,SB,23.23577954
4646,4891,21,HBS,SY,General,SB,23.23023355
4661,5030,18,HBS,SY,General,SB,23.25750332
4518,5302,18,HBS,SY,General,SB,14.88678763
4536,4829,18,HBO,SY,General,SB,22.39591657
4344,5087,18,HBS,SY,General,SB,23.26627107
3975,5283,18,HBS,SY,General,SB,23.55625115
3981,4904,18,HBO,SY,General,SB,26.0051458
4438,5298,18,HBS,SY,General,SB,23.22606828
4077,4829,18,HBW,SY,General,SB,25.65857805
4468,4829,18,HBW,SY,General,SB,23.29632535
4660,4835,18,HBW,SY,General,SB,24.41275215
4539,4829,18,HBW,SY,General,SB,23.1334201
4339,5291,18,HBS,SY,General,SB,22.55580719
4430,5311,18,HBS,SY,General,SB,23.23577954
4371,5283,18,HBW,SY,General,SB,23.23138417
4660,4803,18,HBS,SY,General,SB,24.41275215
4646,5211,18,HBS,OM,General,SB,56.46428207
4503,5297,18,HBS,OM,General,SB,55.69993071
4644,5297,18,HBO,OM,General,SB,56.15988396
4530,4829,18,HBW,OM,General,SB,56.15988396
4643,5302,18,HBW,OM,General,SB,56.15988396
4627,5039,18,HBS,OM,General,SB,56.15988396
4208,4846,18,HBS,OM,General,SB,56.48508987
4647,5190,18,HBS,OM,General,SB,56.15988396
4295,5122,18,HBO,OM,General,SB,56.53000566
4631,5294,18,HBW,OM,General,SB,56.15988396
4628,5297,18,HBS,OM,General,SB,56.15988396
4624,5030,21,HBW,OM,General,SB,56.15988396
3994,5297,18,HBS,OM,General,SB,56.21212723
4644,5107,18,HBW,OM,General,SB,56.15988396
4280,5297,18,HBO,OM,General,SB,56.55416956
4641,5297,18,HBW,OM,General,SB,56.15988396
4627,4830,21,HBS,OM,General,SB,56.15988396
2432,4961,18,HBS,OM,General,SB,56.15988396
4641,5306,18,HBW,OM,General,SB,56.15988396
4530,5311,18,HBS,OM,General,SB,56.15988396
975,5297,18,HBW,OM,General,SB,39.48153038
4430,5216,18,HBS,OM,General,SB,56.47776239
4631,4946,18,HBW,OM,General,SB,56.15988396
3667,5302,18,HBS,OM,General,SB,54.3436755
4644,5030,18,HBS,OM,General,SB,56.15988396
4644,5064,18,HBW,OM,General,SB,56.15988396
4430,5122,18,HBS,OM,General,SB,56.47776239
4482,4829,18,HBW,OM,General,SB,56.02178053
4469,5311,19,HBW,SY,General,SB,23.10522983
4443,5283,19,HBS,SY,General,SB,23.23577954
4443,4896,19,HBS,SY,General,SB,23.23577954
4453,5208,19,HBS,SY,General,SB,23.23600967
4208,4941,19,HBW,SY,General,SB,23.23879418
3521,4941,19,HBO,SY,General,SB,23.38966391
4208,4896,21,HBW,SY,General,SB,23.23879418
4660,4829,19,HBW,SY,General,SB,24.41275215
4642,4969,19,HBS,SY,General,SB,22.05673582
2448,4856,19,HBO,SY,General,SB,23.1049997
4646,5120,19,HBW,SY,General,SB,23.23023355
4642,4811,19,HBW,SY,General,SB,22.05673582
4645,4877,19,HBW,SY,General,SB,23.23393855
4443,4818,19,HBS,SY,General,SB,23.23577954
4503,5151,19,HBS,SY,General,SB,22.91576819
4472,4727,19,HBS,SY,General,SB,23.1049997
4554,5306,19,HBW,SY,General,SB,23.47955061
4086,4974,19,HBW,SY,General,SB,23.84738187
2730,4734,19,HBS,SY,General,SB,23.22514779
3963,5276,19,HBO,SY,General,SB,22.99226163
4430,4961,19,HBO,SY,General,SB,23.23577954
4503,4850,19,HBS,SY,General,SB,22.91576819
4611,5297,19,HBW,SY,General,SB,23.1049997
4600,4941,19,HBO,SY,General,SB,24.81061468
3291,5151,19,HBW,SY,General,SB,23.21106416
4551,5304,19,HBS,SY,General,SB,22.93565095
4443,4829,19,HBW,SY,General,SB,23.23577954
4534,5307,19,HBS,SY,General,SB,27.84731675
4660,5112,19,HBS,SY,General,SB,24.41275215
4646,5283,19,HBW,SY,General,SB,23.23023355
4664,4907,19,HBS,SY,General,SB,23.1049997
3631,4716,19,HBS,SY,General,SB,29.23315051
4503,4737,19,HBS,SY,General,SB,22.91576819
4661,4902,19,HBS,SY,General,SB,23.25750332
4664,4941,19,HBS,SY,General,SB,23.1049997
3460,5101,19,HBS,SY,General,SB,25.67220143
4443,5124,19,HBS,SY,General,SB,23.23577954
4453,5293,19,HBO,SY,General,SB,23.23600967
4663,4907,19,HBS,SY,General,SB,26.87897518
4503,5300,19,HBS,SY,General,SB,22.91576819
3706,4896,21,HBW,SY,General,SB,32.01961502
4169,4748,19,HBW,SY,General,SB,24.32380897
4663,5301,19,HBO,SY,General,SB,26.87897518
4339,4818,19,HBS,SY,General,SB,22.55580719
4660,5297,19,HBO,SY,General,SB,24.41275215
4472,5180,19,HBW,SY,General,SB,23.1049997
3082,4948,19,HBS,SY,General,SB,22.49988689
4660,4941,19,HBW,SY,General,SB,24.41275215
3089,4974,19,HBW,SY,General,SB,36.96754848
4660,5297,19,HBS,SY,General,SB,24.41275215
4308,4907,21,HBW,SY,General,SB,23.95643796
4430,4818,19,HBS,SY,General,SB,23.23577954
4620,4878,19,HBS,SY,General,SB,23.24595105
4646,4850,19,HBS,SY,General,SB,23.23023355
4475,5123,19,HBS,SY,General,SB,22.91694182
4570,4907,19,HBO,SY,General,SB,23.53291652
4646,4830,19,HBS,SY,General,SB,23.23023355
4280,4902,19,HBO,SY,General,SB,23.26721458
4339,4941,19,HBS,SY,General,SB,22.55580719
4321,5012,19,HBS,SY,General,SB,21.33239542
4452,4904,21,HBS,SY,General,SB,23.20158302
4503,5122,19,HBS,SY,General,SB,22.91576819
4642,5124,19,HBW,SY,General,SB,22.05673582
4430,5064,19,HBS,SY,General,SB,23.23577954
4642,5297,19,HBS,SY,General,SB,22.05673582
4443,4821,19,HBW,SY,General,SB,23.23577954
4429,5283,19,HBW,SY,General,SB,21.64755116
3410,5271,19,HBS,SY,General,SB,23.17454337
4646,5060,19,HBO,SY,General,SB,23.23023355
4443,5304,19,HBW,SY,General,SB,23.23577954
4472,5302,19,HBS,SY,General,SB,23.1049997
4661,4737,19,HBS,SY,General,SB,23.25750332
4664,4907,19,HBW,SY,General,SB,23.1049997
4443,5304,19,HBW,SY,General,SB,23.23577954
4145,4736,19,HBO,SY,General,SB,23.3647184
4549,5283,19,HBS,SY,General,SB,23.24526068
4664,4961,19,HBS,SY,General,SB,23.1049997
4430,5064,19,HBW,SY,General,SB,23.23577954
4430,5064,19,HBW,SY,General,SB,23.23577954
4660,4889,19,HBW,SY,General,SB,24.41275215
4503,5143,19,HBS,SY,General,SB,22.91576819
4646,5064,19,HBW,SY,General,SB,23.23023355
4227,4830,19,HBS,SY,General,SB,23.2967856
4434,5064,19,HBW,SY,General,SB,23.2547188
3819,5064,19,HBW,SY,General,SB,21.43127999
4646,5064,19,HBW,SY,General,SB,23.23023355
4642,5064,19,HBW,SY,General,SB,22.05673582
4503,5064,19,HBW,SY,General,SB,22.91576819
4664,5064,19,HBW,SY,General,SB,23.1049997
4430,5184,19,HBS,SY,General,SB,23.23577954
4235,5311,19,HBS,SY,General,SB,23.21221479
4466,5122,19,HBS,SY,General,SB,20.86890134
4332,5306,19,HBS,SY,General,SB,26.69020391
4642,5311,19,HBS,SY,General,SB,22.05673582
4646,4971,19,HBS,SY,General,SB,23.23023355
4660,4791,19,HBW,SY,General,SB,24.41275215
4413,4851,19,HBS,SY,General,SB,23.23577954
4443,5311,19,HBS,SY,General,SB,23.23577954
4660,5311,19,HBO,SY,General,SB,24.41275215
4430,5064,21,HBS,SY,General,SB,23.23577954
4469,4818,19,HBS,SY,General,SB,23.10522983
4642,5064,19,HBW,SY,General,SB,22.05673582
4430,5297,19,HBS,SY,General,SB,23.23577954
4430,5304,19,HBS,SY,General,SB,23.23577954
4664,5123,19,HBO,SY,General,SB,23.1049997
4629,5297,19,HBS,OM,General,SB,56.15988396
4332,5302,19,HBS,OM,General,SB,64.87421659
4145,5064,19,HBS,SY,General,SB,23.3647184
4503,4719,19,HBW,SY,General,SB,22.91576819
4641,5298,19,HBW,OM,General,SB,56.15988396
4443,5012,19,HBS,SY,General,SB,23.23577954
4430,5273,19,HBS,SY,General,SB,23.23577954
4661,5211,19,HBS,OM,General,SB,56.53056501
4630,5299,19,HBS,OM,General,SB,56.15988396
4526,5185,19,HBS,OM,General,SB,56.78495724
4595,4829,19,HBS,OM,General,SB,52.24163936
4664,4768,19,HBS,SY,General,SB,23.1049997
4643,5307,19,HBW,OM,General,SB,56.15988396
4629,5307,19,HBS,OM,General,SB,56.15988396
4280,5291,19,HBS,OM,General,SB,56.55416956
4280,5297,19,HBO,OM,General,SB,56.55416956
4644,5301,19,HBO,OM,General,SB,56.15988396
4540,4846,19,HBS,OM,General,SB,56.15988396
4332,5297,19,HBS,OM,General,SB,64.87421659
4540,5302,19,HBS,OM,General,SB,56.15988396
4630,5087,21,HBW,OM,General,SB,56.15988396
3588,5306,19,HBW,OM,General,SB,56.15988396
4647,5112,19,HBW,OM,General,SB,56.15988396
4443,4971,19,HBS,OM,General,SB,56.47776239
4644,4878,19,HBW,OM,General,SB,56.15988396
4443,5302,19,HBS,OM,General,SB,56.47776239
4210,5085,19,HBW,OM,General,SB,56.4424115
4390,5249,19,HBS,OM,General,SB,56.35705474
4503,4941,19,HBW,SY,General,SB,22.91576819
2325,5306,19,HBO,SY,General,SB,15.73889325
4643,5301,19,HBO,OM,General,SB,56.15988396
4430,5297,19,HBS,OM,General,SB,56.47776239
4631,4815,19,HBO,OM,General,SB,56.15988396
4563,5311,19,HBS,OM,General,SB,56.3822814
3437,4941,20,HBO,SY,General,SB,40.71186632
2770,4696,20,HBO,SY,General,SB,40.45335788
4640,5030,20,HBW,SY,General,SB,39.88512933
4614,4888,20,HBS,SY,General,SB,40.76994637
4661,5064,20,HBS,SY,General,SB,40.59369792
4503,5298,20,HBO,SY,General,SB,39.99723267
4664,4877,20,HBS,SY,General,SB,40.32751777
4664,5283,20,HBS,SY,General,SB,40.32751777
4503,4791,20,HBW,SY,General,SB,39.99723267
4660,4877,20,HBS,SY,General,SB,42.6100718
4409,5039,20,HBW,SY,General,SB,40.99575968
4503,4842,20,HBS,SY,General,SB,39.99723267
4661,5283,20,HBW,SY,General,SB,40.59369792
4282,5311,20,HBW,SY,General,SB,40.64089299
3085,4971,20,HBW,SY,General,SB,39.10357911
4030,4727,20,HBW,SY,General,SB,39.64075932
4417,5144,20,HBW,SY,General,SB,40.74371796
4664,5154,20,HBS,SY,General,SB,40.32751777
2436,4941,20,HBW,SY,General,SB,40.5118396
4645,5283,20,HBW,SY,General,SB,40.55256793
4443,5301,20,HBS,SY,General,SB,40.55578121
4178,5243,20,HBW,SY,General,SB,38.63335563
4664,5064,20,HBS,SY,General,SB,40.32751777
4637,4952,20,HBS,SY,General,SB,38.77168736
3381,5283,20,HBW,SY,General,SB,40.63040965
4661,5304,20,HBS,SY,General,SB,40.59369792
4430,5306,20,HBS,SY,General,SB,40.55578121
2626,4914,20,HBO,SY,General,SB,40.66306462
4145,4890,20,HBW,SY,General,SB,40.78083136
4009,5122,20,HBO,SY,General,SB,40.50657785
4664,4829,20,HBS,SY,General,SB,40.32751777
4656,4716,20,HBS,SY,General,SB,40.56787118
4339,4878,20,HBS,SY,General,SB,39.36895594
4214,5304,20,HBO,SY,General,SB,42.40116837
4503,4890,20,HBO,SY,General,SB,39.99723267
4347,5302,20,HBS,SY,General,SB,61.81524877
4661,4979,20,HBO,SY,General,SB,40.59369792
4534,4890,20,HBS,SY,General,SB,48.6047685
4299,4826,20,HBS,SY,General,SB,37.25015873
4646,4826,20,HBS,SY,General,SB,40.5461012
4215,4829,20,HBW,SY,General,SB,40.29285451
4503,4889,20,HBS,SY,General,SB,39.99723267
4206,5118,20,HBW,SY,General,SB,40.58602621
4095,4907,20,HBW,SY,General,SB,41.12035465
4664,4829,20,HBO,SY,General,SB,40.32751777
2961,4887,21,HBW,SY,General,SB,40.25533945
4377,5304,20,HBW,OM,General,SB,50.01598943
4643,5190,20,HBW,OM,General,SB,49.84995878
4627,4902,20,HBW,OM,General,SB,49.84995878
4614,5030,20,HBS,OM,General,SB,50.396857
4638,5211,20,HBW,OM,General,SB,50.11067258
4654,5112,20,HBW,OM,General,SB,49.84995878
4643,5297,20,HBW,OM,General,SB,49.84995878
4661,5208,20,HBW,OM,General,SB,50.17899141
4480,5311,20,HBS,OM,General,SB,49.84946227
2557,5302,20,HBW,OM,General,SB,49.84995878
4637,5297,20,HBO,OM,General,SB,47.92675383
4620,4733,21,HBS,OM,General,SB,50.15406696
4175,5297,20,HBW,OM,General,SB,0.049352413
4628,5297,20,HBW,OM,General,SB,49.84995878
2674,5094,20,HBW,OM,General,SB,52.11912711
3619,5297,20,HBS,OM,General,SB,50.09274881
3600,5297,20,HBW,OM,General,SB,48.71440643
2984,5311,20,HBO,OM,General,SB,49.08281176
4664,4878,21,HBO,SY,General,SB,40.32751777
2626,5285,21,HBO,SY,General,SB,40.66306462
4503,5206,21,HBS,SY,General,SB,39.99723267
4503,4806,21,HBS,SY,General,SB,39.99723267
4503,5122,21,HBS,SY,General,SB,39.99723267
4443,4941,21,HBO,SY,General,SB,40.55578121
4332,5304,21,HBS,SY,General,SB,46.58514117
3883,4737,21,HBO,SY,General,SB,40.46303789
4664,4892,21,HBS,SY,General,SB,40.32751777
4350,4902,21,HBW,SY,General,SB,40.41909628
4577,4827,21,HBS,SY,General,SB,40.55578121
4664,4889,21,HBW,SY,General,SB,40.32751777
4518,4986,21,HBW,SY,General,SB,25.98343219
4661,5301,21,HBS,SY,General,SB,40.59369792
4430,4815,21,HBS,SY,General,SB,40.55578121
3089,4737,21,HBW,SY,General,SB,64.52324118
4503,5036,21,HBW,SY,General,SB,39.99723267
4664,5112,21,HBW,SY,General,SB,40.32751777
4443,5306,21,HBW,SY,General,SB,40.55578121
3316,4902,21,HBW,SY,General,SB,39.86175272
4656,4952,21,HBW,SY,General,SB,40.56787118
4636,5064,21,HBO,SY,General,SB,40.54248626
4430,5307,21,HBS,SY,General,SB,40.55578121
4646,5064,21,HBW,SY,General,SB,40.5461012
3767,4948,21,HBS,SY,General,SB,45.39349598
4602,4904,21,HBO,SY,General,SB,40.27068287
4030,5058,21,HBW,SY,General,SB,39.64075932
4345,4891,21,HBW,SY,General,SB,40.68322795
4208,5089,21,HBS,SY,General,SB,40.56104296
4145,4877,21,HBO,SY,General,SB,40.78083136
4430,4829,21,HBW,SY,General,SB,40.55578121
4145,4912,21,HBO,SY,General,SB,40.78083136
4225,5297,21,HBO,SY,General,SB,40.51906948
4430,5266,21,HBS,SY,General,SB,40.55578121
3820,4829,21,HBW,SY,General,SB,33.72832262
4238,5285,21,HBS,SY,General,SB,40.66306462
4443,5285,21,HBS,SY,General,SB,40.55578121
4208,5299,21,HBS,SY,General,SB,40.56104296
4664,4740,21,HBS,SY,General,SB,40.32751777
4503,5158,21,HBO,SY,General,SB,39.99723267
2285,5306,21,HBW,SY,General,SB,41.35588813
4664,5120,21,HBS,OM,General,SB,49.84995878
4540,5298,21,HBS,OM,General,SB,49.84995878
4456,5297,21,HBS,OM,General,SB,50.03143069
2698,5297,21,HBS,OM,General,SB,50.67052953
4208,5302,21,HBS,OM,General,SB,50.13862571
4295,5122,21,HBO,OM,General,SB,50.17849491
4307,5122,21,HBO,OM,General,SB,50.20540539
4591,5299,21,HBW,OM,General,SB,49.84995878
2093,5211,21,HBO,OM,General,SB,49.84995878
4630,5299,21,HBS,OM,General,SB,49.84995878
4332,5116,21,HBS,OM,General,SB,57.58517993
4643,5311,21,HBS,OM,General,SB,49.84995878
4544,4850,21,HBW,OM,General,SB,79.7599539
4540,4846,21,HBS,OM,General,SB,49.84995878
4332,5297,21,HBS,OM,General,SB,57.58517993
4332,5116,21,HBS,OM,General,SB,57.58517993
4430,5090,22,HBS,SY,General,SB,40.55578121
4315,5206,22,HBO,SY,General,SB,38.18088552
4189,5030,22,HBW,SY,General,SB,38.64303563
4442,4878,22,HBO,SY,General,SB,40.60819785
3289,4733,22,HBW,SY,General,SB,40.51906948
4642,5311,22,HBS,SY,General,SB,38.49787567
4660,4896,22,HBS,SY,General,SB,42.6100718
4430,5283,22,HBS,SY,General,SB,40.55578121
4347,4984,22,HBS,SY,General,SB,61.81524877
4664,5113,22,HBS,SY,General,SB,40.32751777
4241,5030,22,HBO,SY,General,SB,40.60779619
4543,5311,22,HBS,SY,General,SB,40.46022626
4378,5064,22,HBS,SY,General,SB,40.18597275
4660,5302,22,HBS,SY,General,SB,42.6100718
4660,5030,22,HBW,SY,General,SB,42.6100718
3798,5297,22,HBO,SY,General,SB,40.37917125
1925,5273,22,HBW,SY,General,SB,40.32751777
4443,5285,22,HBW,SY,General,SB,40.55578121
4471,4902,22,HBO,SY,General,SB,40.6477212
4503,4842,22,HBW,SY,General,SB,39.99723267
4214,5311,22,HBS,SY,General,SB,42.40116837
4660,5306,22,HBS,SY,General,SB,42.6100718
4660,4829,22,HBS,SY,General,SB,42.6100718
3276,4778,22,HBW,SY,General,SB,19.40560536
2116,5311,22,HBO,SY,General,SB,40.30980456
4661,5285,22,HBS,SY,General,SB,40.59369792
4651,5064,22,HBW,SY,General,SB,40.73805457
4297,5064,22,HBS,SY,General,SB,40.59450124
4352,4815,22,HBW,SY,General,SB,40.68804788
3296,4829,22,HBO,SY,General,SB,40.26019954
4656,5304,22,HBS,SY,General,SB,40.56787118
4661,5300,22,HBS,SY,General,SB,40.59369792
4443,4758,22,HBS,SY,General,SB,40.55578121
4475,4906,22,HBW,SY,General,SB,39.99928113
4444,4902,22,HBO,SY,General,SB,40.52433122
4644,5204,22,HBW,OM,General,SB,49.84995878
4526,5185,22,HBS,OM,General,SB,50.40480105
4503,4890,22,HBS,OM,General,SB,49.44168424
4297,5122,22,HBS,OM,General,SB,50.17998442
4627,5012,22,HBW,OM,General,SB,49.84995878
4155,5183,22,HBW,OM,General,SB,50.47361638
4472,5302,22,HBW,OM,General,SB,49.84995878
4430,5087,22,HBW,OM,General,SB,50.13212152
3667,5303,22,HBO,OM,General,SB,48.23781306
4526,5304,22,HBS,OM,General,SB,50.40480105
4644,4733,22,HBW,OM,General,SB,49.84995878
4561,5293,22,HBS,OM,General,SB,50.06236282
4430,5304,22,HBS,OM,General,SB,50.13212152
4429,5302,22,HBS,OM,General,SB,46.70545539
4664,4912,23,HBW,SY,General,SB,40.32751777
4664,5000,23,HBW,SY,General,SB,40.32751777
4453,4941,23,HBW,SY,General,SB,40.55618287
3085,5291,23,HBS,SY,General,SB,39.10357911
4664,5291,23,HBS,SY,General,SB,40.32751777
3089,4732,23,HBS,SY,General,SB,64.52324118
4346,4842,23,HBW,SY,General,SB,40.34607446
4616,4961,23,HBO,SY,General,SB,40.74532461
4646,5283,23,HBS,SY,General,SB,40.5461012
4664,4826,23,HBS,SY,General,SB,40.32751777
4661,5311,23,HBS,SY,General,SB,40.59369792
2315,4878,23,HBW,SY,General,SB,40.60418125
4242,5064,23,HBS,SY,General,SB,40.58000131
4430,4897,23,HBS,SY,General,SB,40.55578121
4308,5064,23,HBW,SY,General,SB,41.81361999
4661,5121,23,HBS,SY,General,SB,40.59369792
3522,5311,23,HBO,SY,General,SB,40.30092787
4296,5297,23,HBW,SY,General,SB,40.61426292
3302,4789,23,HBS,SY,General,SB,41.27081652
4557,5306,23,HBS,SY,General,SB,40.43925962
4456,5303,23,HBW,SY,General,SB,40.47432454
3998,5293,23,HBO,SY,General,SB,40.51906948
4661,5028,23,HBS,SY,General,SB,40.59369792
4399,5297,23,HBO,SY,General,SB,40.62153297
3296,4877,23,HBO,SY,General,SB,40.26019954
4050,5064,23,HBW,SY,General,SB,40.35053289
4451,4728,23,HBS,SY,General,SB,40.66185964
4646,5311,23,HBS,SY,General,SB,40.5461012
4172,5289,23,HBW,SY,General,SB,42.34389166
4236,4778,23,HBO,OM,General,SB,49.91226993
2658,5297,23,HBS,OM,General,SB,51.1301425
4503,5297,23,HBS,OM,General,SB,49.44168424
2515,4728,23,HBS,OM,General,SB,49.84995878
4660,5030,23,HBO,OM,General,SB,52.67148687
4595,4877,23,HBS,OM,General,SB,46.37195422
2698,5297,23,HBS,OM,General,SB,50.67052953
4503,4740,23,HBS,OM,General,SB,49.44168424
4660,5304,23,HBW,OM,General,SB,52.67148687
4643,5297,23,HBS,OM,General,SB,49.84995878
3159,4986,23,HBO,OM,General,SB,49.67250855
4627,4830,23,HBS,OM,General,SB,49.84995878
4443,4755,24,HBS,SY,General,SB,40.55578121
4611,4829,24,HBW,SY,General,SB,40.32751777
4660,5311,24,HBS,SY,General,SB,42.6100718
4611,4829,24,HBW,SY,General,SB,40.32751777
4145,5039,24,HBS,SY,General,SB,40.78083136
4503,5285,24,HBS,SY,General,SB,39.99723267
4661,4755,24,HBS,SY,General,SB,40.59369792
3502,4716,24,HBW,SY,General,SB,40.48360289
3663,5064,24,HBW,SY,General,SB,40.67394961
4430,5064,24,HBW,SY,General,SB,40.55578121
4646,4904,24,HBW,SY,General,SB,40.5461012
4430,5064,24,HBW,SY,General,SB,40.55578121
4660,4904,23,HBO,SY,General,SB,42.6100718
4661,5302,23,HBS,SY,General,SB,40.59369792
4214,5304,24,HBW,SY,General,SB,42.40116837
3589,5024,24,HBW,SY,General,SB,42.40116837
3721,5297,24,HBO,SY,General,SB,64.32847619
4043,4968,24,HBW,SY,General,SB,39.61613756
4430,5307,24,HBS,SY,General,SB,40.55578121
4527,5208,24,HBW,SY,General,SB,40.56305126
4519,5080,24,HBO,SY,General,SB,40.43885795
4661,5173,24,HBS,SY,General,SB,40.59369792
4324,5297,24,HBO,SY,General,SB,40.08840951
4430,5302,24,HBS,SY,General,SB,40.55578121
4030,5298,24,HBW,OM,General,SB,49.0010377
4641,4732,24,HBW,OM,General,SB,49.84995878
3667,4818,24,HBW,OM,General,SB,48.23781306
4526,5311,23,HBS,OM,General,SB,50.40480105
4643,5302,24,HBW,OM,General,SB,49.84995878
4526,4696,23,HBS,OM,General,SB,50.40480105
4644,5297,24,HBO,OM,General,SB,49.84995878
4205,5302,24,HBS,OM,General,SB,79.10193828
4595,4829,24,HBS,OM,General,SB,46.37195422
4472,5039,24,HBS,OM,General,SB,49.84995878
4626,5053,24,HBO,OM,General,SB,49.84995878
5289,238,1,HBO,OM,General,NB,3.436332757
5308,4531,1,HBW,OM,General,NB,3.470483666
4696,4347,1,HBW,OM,General,NB,4.369134546
5304,3798,1,HBO,OM,General,NB,3.522980362
5039,4659,1,HBS,OM,General,NB,3.444791198
4716,4471,1,HBS,OM,General,NB,3.532439038
5311,4660,1,HBS,OM,General,NB,3.503791169
5012,4339,1,HBS,OM,General,NB,3.557336894
5306,4572,1,HBO,OM,General,NB,3.526179723
4848,4609,1,HBW,OM,General,NB,3.421785773
5289,4615,1,HBO,OM,General,NB,3.454455497
4915,4590,1,HBW,OM,General,NB,3.426306004
5306,4663,1,HBS,OM,General,NB,3.561121758
5289,3864,1,HBS,OM,General,NB,3.41447743
4695,4481,1,HBS,OM,General,NB,3.560588532
5311,4658,1,HBS,OM,General,NB,3.511082086
4904,4344,15,HBO,OM,General,NB,3.495280452
5122,4591,1,HBS,OM,General,NB,3.470483666
5304,4647,1,HBW,OM,General,NB,3.521039139
4737,4185,1,HBW,SY,General,NB,2.945966718
5300,3809,1,HBS,SY,General,NB,3.83986956
4904,4347,1,HBS,SY,General,NB,3.670077373
4737,3801,1,HBO,SY,General,NB,3.001772981
4878,4661,1,HBW,SY,General,NB,3.083390314
4889,4377,1,HBS,SY,General,NB,2.968458623
4941,4662,1,HBO,SY,General,NB,2.955744636
4946,4443,15,HBS,SY,General,NB,2.958252715
4737,4339,1,HBW,SY,General,NB,3.011667623
4904,4208,1,HBW,SY,General,NB,2.943294026
5173,4613,1,HBS,SY,General,NB,3.044362444
4829,4664,1,HBW,SY,General,NB,3.024971218
4953,4503,1,HBW,SY,General,NB,2.975692546
4737,4483,1,HBS,SY,General,NB,2.949333769
5297,4664,1,HBW,SY,General,NB,3.024971218
4891,4591,1,HBW,SY,General,NB,2.945966718
4890,4503,1,HBS,SY,General,NB,2.96083861
5304,4430,1,HBO,SY,General,NB,3.056160592
4878,4637,1,HBO,SY,General,NB,3.22862547
5064,3822,1,HBW,SY,General,NB,2.960925406
4733,4072,1,HBW,SY,General,NB,3.055939115
5303,4651,1,HBS,SY,General,NB,3.061359321
4950,4642,1,HBS,SY,General,NB,3.018608239
5302,4661,1,HBS,SY,General,NB,3.05367945
4941,4493,1,HBS,SY,General,NB,2.968473588
5122,4577,1,HBS,SY,General,NB,2.996382705
4829,4208,1,HBO,SY,General,NB,2.958150956
5283,4430,1,HBS,SY,General,NB,3.005568022
4829,4503,1,HBO,SY,General,NB,2.975692546
4878,4033,1,HBW,SY,General,NB,3.055627849
5151,3859,1,HBW,SY,General,NB,2.960467486
5298,4227,1,HBS,SY,General,NB,3.007384733
4842,4507,15,HBS,SY,General,NB,2.956202555
4791,4469,1,HBS,SY,General,NB,3.074576121
5283,3831,15,HBW,SY,General,NB,2.976210325
5306,4664,1,HBS,SY,General,NB,3.092117712
5273,4646,1,HBS,SY,General,NB,3.083626755
5276,4611,1,HBW,SY,General,NB,2.988098261
