FromZone,ToZone,ArHour,Purpose,POE,Lane,Dir,RevWght
5211,4202,22,HBO,OM,General,NB,1.910449517
5302,4661,22,HBS,OM,General,NB,1.974065643
5266,4661,22,HBW,OM,General,NB,1.941359834
5302,4526,22,HBS,OM,General,NB,2.320874136
4853,3283,22,HBO,OM,General,NB,2.101489439
4941,4430,22,HBS,OM,General,NB,1.932262419
4904,4256,22,HBW,OM,General,NB,1.912835122
4842,4642,22,HBW,OM,General,NB,1.941789358
5289,3865,22,HBW,OM,General,NB,1.910677823
5304,4661,22,HBS,OM,General,NB,1.974065643
5289,4563,22,HBW,OM,General,NB,1.916807261
5305,4641,22,HBW,OM,General,NB,1.914048239
5064,4430,22,HBS,OM,General,NB,1.932320462
4842,4280,22,HBO,OM,General,NB,1.90283996
5208,4332,22,HBS,OM,General,NB,1.959268316
5299,4475,22,HBW,OM,General,NB,1.959144489
4818,4647,22,HBO,OM,General,NB,1.922019603
5069,4536,22,HBW,OM,General,NB,1.970896445
5297,4643,22,HBW,OM,General,NB,1.91080165
5304,4443,22,HBS,OM,General,NB,1.955783746
5076,3864,22,HBS,OM,General,NB,1.895623167
4961,4419,22,HBW,OM,General,NB,2.306908771
4923,4642,22,HBS,SY,General,NB,1.667550057
5042,4660,22,HBS,SY,General,NB,1.656023918
4904,4468,22,HBO,SY,General,NB,1.637143779
5122,4430,22,HBS,SY,General,NB,1.670206868
5308,4340,22,HBO,SY,General,NB,1.682233132
5311,4430,22,HBS,SY,General,NB,1.689553901
4821,4339,22,HBS,SY,General,NB,1.671944844
5030,4189,22,HBW,SY,General,NB,1.655375915
5302,4202,22,HBS,SY,General,NB,1.677913114
5291,4646,22,HBS,SY,General,NB,1.673895499
5299,4278,22,HBO,SY,General,NB,1.652064456
5283,4664,22,HBS,SY,General,NB,1.68852042
5297,4660,22,HBS,SY,General,NB,1.640250869
5074,4615,22,HBO,SY,General,NB,1.646965173
4818,3999,22,HBS,SY,General,NB,1.651506176
4856,4526,22,HBS,SY,General,NB,2.009590773
4829,4646,22,HBS,SY,General,NB,1.65812245
5306,4642,22,HBS,SY,General,NB,1.713074735
5112,4642,22,HBO,SY,General,NB,1.686634566
4884,4577,22,HBW,SY,General,NB,1.706392
4829,4662,22,HBS,SY,General,NB,1.640898872
5262,4503,22,HBS,SY,General,NB,1.6892515
4829,4145,22,HBW,SY,General,NB,1.642676725
4737,4642,22,HBS,SY,General,NB,1.667550057
4912,4526,22,HBW,SY,General,NB,2.009590773
5118,4661,22,HBS,SY,General,NB,1.668829446
4877,4029,22,HBW,SY,General,NB,1.696333005
5311,4227,22,HBO,SY,General,NB,1.699752466
5297,3086,22,HBS,SY,General,NB,1.678092561
5311,4637,22,HBS,SY,General,NB,1.768804623
5304,4526,22,HBS,SY,General,NB,1.993096614
4878,2286,22,HBW,SY,General,NB,1.715427483
5118,4339,22,HBS,SY,General,NB,1.691029353
4818,4141,22,HBO,SY,General,NB,1.65273572
4815,4374,22,HBS,SY,General,NB,1.650874789
4829,4613,22,HBS,SY,General,NB,1.679257305
4887,4430,22,HBS,SY,General,NB,1.713139535
4942,4430,22,HBS,SY,General,NB,1.659368609
4829,4413,22,HBS,SY,General,NB,1.643726822
5283,4614,22,HBO,SY,General,NB,1.665976574
5311,2328,22,HBW,SY,General,NB,1.683783354
4736,4660,22,HBS,SY,General,NB,1.632002959
5117,4456,22,HBS,SY,General,NB,1.655819547
5135,4430,22,HBS,SY,General,NB,1.659418454
5087,4646,22,HBS,SY,General,NB,1.668960709
4941,2416,22,HBW,SY,General,NB,1.687947186
4878,4503,22,HBS,SY,General,NB,1.705745659
5165,4543,22,HBO,SY,General,NB,1.656859675
4941,4443,22,HBO,SY,General,NB,1.642291246
5039,3821,22,HBS,SY,General,NB,1.641374074
5300,4643,22,HBW,SY,General,NB,1.640988595
5297,4642,22,HBW,SY,General,NB,1.675797968
5285,4472,22,HBS,SY,General,NB,1.688151557
4890,3935,22,HBW,SY,General,NB,1.754196318
5283,4371,22,HBW,SY,General,NB,1.651089128
4737,4637,22,HBS,SY,General,NB,1.730373082
5283,3973,22,HBW,SY,General,NB,1.652350242
5122,3876,22,HBO,SY,General,NB,1.654565081
4883,4664,22,HBS,SY,General,NB,1.733103001
5311,4453,22,HBS,SY,General,NB,1.672199061
5112,4642,22,HBS,SY,General,NB,1.686634566
4821,4662,22,HBW,SY,General,NB,1.632650961
4878,4536,22,HBS,SY,General,NB,1.746269086
5174,3280,22,HBW,SY,General,NB,1.652793874
4952,4640,22,HBW,SY,General,NB,1.772895348
4878,4430,22,HBS,SY,General,NB,1.713139535
5030,4430,22,HBS,SY,General,NB,1.659418454
5297,4646,22,HBS,SY,General,NB,1.65812245
5122,4444,22,HBO,SY,General,NB,1.654646496
4829,4661,22,HBS,SY,General,NB,1.657991187
4755,4660,22,HBO,SY,General,NB,1.649440876
5064,4413,22,HBW,SY,General,NB,1.643775007
5030,3522,22,HBW,SY,General,NB,1.64376836
5291,4660,22,HBO,SY,General,NB,1.656023918
4829,4389,22,HBW,SY,General,NB,1.643497528
5152,3085,22,HBS,SY,General,NB,1.642645156
4899,4503,22,HBS,SY,General,NB,1.643726822
5012,4208,22,HBO,SY,General,NB,1.658007803
5204,4664,22,HBW,SY,General,NB,1.671084164
4914,2626,22,HBO,SY,General,NB,1.643374574
4737,4660,22,HBS,SY,General,NB,1.632002959
5300,4646,22,HBS,SY,General,NB,1.658172296
5306,4663,22,HBS,SY,General,NB,1.69776858
5072,2860,22,HBW,SY,General,NB,1.694611644
5124,4551,22,HBW,SY,General,NB,1.666353745
5291,4529,22,HBS,SY,General,NB,1.748899312
5143,4660,22,HBO,SY,General,NB,1.640299054
5301,4642,22,HBS,SY,General,NB,1.686634566
5311,4637,22,HBW,SY,General,NB,1.768804623
5306,4430,22,HBS,SY,General,NB,1.696645376
4921,4660,22,HBS,SY,General,NB,1.632002959
4907,3675,22,HBO,SY,General,NB,1.677683822
4907,4642,22,HBW,SY,General,NB,1.675797968
5143,3667,22,HBO,SY,General,NB,1.631659019
5300,4611,22,HBW,SY,General,NB,1.643136973
5012,3948,22,HBO,SY,General,NB,1.657311615
5222,4642,22,HBO,SY,General,NB,1.675846153
4893,4453,22,HBS,SY,General,NB,1.633765858
5080,4430,22,HBS,SY,General,NB,1.675141657
5291,4660,22,HBS,SY,General,NB,1.656023918
5301,4662,22,HBS,SY,General,NB,1.651735469
4877,4430,22,HBS,SY,General,NB,1.713139535
4904,3283,22,HBW,SY,General,NB,1.780676364
5064,4280,22,HBW,SY,General,NB,1.642399247
5064,4430,22,HBS,SY,General,NB,1.659418454
5125,4529,22,HBS,SY,General,NB,1.743964522
5283,4526,22,HBW,SY,General,NB,1.965009854
5301,4637,22,HBS,SY,General,NB,1.749457591
5289,3548,22,HBW,SY,General,NB,1.66629559
4829,4033,22,HBW,SY,General,NB,1.642578694
4941,4662,22,HBW,SY,General,NB,1.640898872
4829,4642,22,HBS,SY,General,NB,1.675797968
4829,4661,22,HBS,SY,General,NB,1.657991187
4904,3798,22,HBO,SY,General,NB,1.634061613
4737,4637,22,HBS,SY,General,NB,1.730373082
5080,4246,22,HBW,SY,General,NB,1.688807867
5122,4661,22,HBS,SY,General,NB,1.668829446
5302,4646,22,HBS,SY,General,NB,1.695399217
5283,4616,22,HBW,SY,General,NB,1.66591842
4821,4607,22,HBW,SY,General,NB,1.631340001
4914,4661,22,HBW,SY,General,NB,1.649743277
5311,4660,22,HBS,SY,General,NB,1.670436162
4829,4354,22,HBS,SY,General,NB,1.637029133
5276,4591,23,HBW,OM,General,NB,4.219230758
5289,4050,23,HBS,OM,General,NB,4.195594948
5302,4540,23,HBS,OM,General,NB,4.271360497
4907,4430,23,HBS,OM,General,NB,4.218918148
4907,4443,23,HBS,OM,General,NB,4.175499229
5283,4545,23,HBO,OM,General,NB,4.232174479
5297,4430,23,HBS,OM,General,NB,4.218918148
5297,4304,23,HBO,OM,General,NB,4.183673544
5289,4643,23,HBW,OM,General,NB,4.172060525
4953,4661,23,HBS,OM,General,NB,4.215416077
4767,3864,23,HBS,OM,General,NB,4.162162633
4948,4646,23,HBW,OM,General,NB,4.21574981
5283,4526,23,HBS,OM,General,NB,4.996006126
5293,4544,23,HBS,OM,General,NB,4.279112367
5311,3188,23,HBS,OM,General,NB,4.251932242
5299,2624,23,HBS,OM,General,NB,4.204432501
5300,4626,23,HBW,OM,General,NB,4.170852331
5307,4629,23,HBS,OM,General,NB,4.268922988
4732,3896,23,HBW,OM,General,NB,4.136900409
5302,4646,23,HBO,OM,General,NB,4.310525393
5030,4609,23,HBW,OM,General,NB,4.189841244
4971,2730,23,HBS,OM,General,NB,4.157908609
5122,1016,23,HBW,OM,General,NB,4.207579719
5289,4661,23,HBO,OM,General,NB,4.215416077
5064,4540,23,HBW,OM,General,NB,4.176711646
4961,4220,23,HBS,OM,General,NB,4.236551011
5283,4526,23,HBS,OM,General,NB,4.996006126
5289,4526,23,HBS,OM,General,NB,4.972640682
5289,4661,23,HBS,OM,General,NB,4.215416077
4912,419,23,HBW,OM,General,NB,5.142974817
5289,3806,23,HBW,OM,General,NB,4.177628352
5298,3864,23,HBS,OM,General,NB,4.138797189
4733,4643,23,HBS,OM,General,NB,4.30877647
4733,4472,23,HBW,OM,General,NB,4.428810054
5291,4591,23,HBW,OM,General,NB,4.219230758
4830,4661,23,HBO,OM,General,NB,4.215416077
5289,4611,23,HBO,OM,General,NB,4.177522741
5302,4629,23,HBS,OM,General,NB,4.268922988
5080,4626,23,HBS,OM,General,NB,4.210832546
4850,4430,23,HBS,OM,General,NB,4.219044882
5262,3522,23,HBO,OM,General,NB,4.273903618
5289,3990,23,HBW,OM,General,NB,4.313735977
4818,4339,23,HBS,SY,General,NB,3.688609017
4818,4483,23,HBW,SY,General,NB,3.613055789
5208,4430,23,HBS,SY,General,NB,3.704469899
5085,3649,23,HBO,SY,General,NB,3.669189233
4829,4430,23,HBS,SY,General,NB,3.623079489
5094,4483,23,HBS,SY,General,NB,3.592990252
4818,4339,23,HBS,SY,General,NB,3.688609017
4829,4390,23,HBW,SY,General,NB,3.587280043
5293,4470,23,HBW,SY,General,NB,3.927323987
5304,4443,23,HBS,SY,General,NB,3.667183042
5311,4430,23,HBS,SY,General,NB,3.688986312
5283,4208,23,HBS,SY,General,NB,3.605734825
5312,3424,23,HBW,SY,General,NB,3.662314491
4877,4642,23,HBS,SY,General,NB,3.776355389
5311,4443,23,HBS,SY,General,NB,3.651703083
4889,3522,23,HBW,SY,General,NB,3.570900382
4733,4185,23,HBS,SY,General,NB,3.706312836
5306,3242,23,HBO,SY,General,NB,3.670353767
4803,4663,23,HBS,SY,General,NB,3.645597442
4949,2896,23,HBW,SY,General,NB,3.606467646
5297,4471,23,HBW,SY,General,NB,3.676956421
4737,4637,23,HBW,SY,General,NB,3.778111259
4818,4526,23,HBS,SY,General,NB,4.290419176
5291,4053,23,HBW,SY,General,NB,4.171491589
4941,4529,23,HBS,SY,General,NB,3.784122577
4818,4529,23,HBS,SY,General,NB,3.804188116
5311,3667,23,HBW,SY,General,NB,3.628376123
4842,4628,23,HBW,SY,General,NB,3.570918521
5183,4360,23,HBO,SY,General,NB,3.588981497
4878,4642,23,HBO,SY,General,NB,3.776355389
5311,4476,23,HBW,SY,General,NB,3.813820009
5283,4404,23,HBW,SY,General,NB,3.719470984
4821,4222,24,HBW,SY,General,NB,7.030614035
5080,2111,24,HBW,SY,General,NB,6.800971237
5283,4526,24,HBW,SY,General,NB,7.993429453
4878,4637,24,HBO,SY,General,NB,7.291233198
5259,4526,24,HBS,OM,General,NB,8.503998482
5108,4526,24,HBS,OM,General,NB,8.344948705
5283,4208,24,HBS,OM,General,NB,7.04617807
5122,1016,24,HBW,OM,General,NB,7.061044457
5012,4339,24,HBS,OM,General,NB,7.236215437
4829,4651,24,HBO,OM,General,NB,7.092386514
4904,4661,24,HBW,SY,General,NB,6.71096202
4820,4296,24,HBS,SY,General,NB,6.652936254
4842,4503,24,HBW,SY,General,NB,6.686487786
5285,4642,24,HBS,SY,General,NB,6.816949444
5273,4646,24,HBS,SY,General,NB,6.963781329
5306,4572,24,HBO,OM,General,NB,4.839494504
5302,4647,24,HBS,OM,General,NB,4.832439324
5304,4660,24,HBS,SY,General,NB,4.006361167
5012,4637,24,HBS,SY,General,NB,4.189933657
4829,4519,24,HBS,SY,General,NB,3.918469701
5297,4646,24,HBW,SY,General,NB,3.960016663
4746,4608,24,HBW,OM,General,NB,1.508117361
5304,4503,24,HBW,OM,General,NB,1.541269027
5303,4430,24,HBS,OM,General,NB,1.548015182
4902,4643,24,HBW,OM,General,NB,1.489664732
5289,1165,24,HBO,OM,General,NB,1.498310422
5289,4650,24,HBW,OM,General,NB,1.494473452
5294,4643,24,HBS,OM,General,NB,1.531199822
5311,4447,24,HBW,OM,General,NB,1.551934017
5297,4662,24,HBS,OM,General,NB,1.497152205
5123,4336,24,HBW,OM,General,NB,1.514123712
5311,1179,24,HBS,OM,General,NB,1.52977176
5297,4207,24,HBS,OM,General,NB,1.551709649
4877,4595,24,HBS,OM,General,NB,1.548785305
5289,3663,24,HBO,OM,General,NB,1.498572688
5311,4430,24,HBS,OM,General,NB,1.541544938
5185,4544,24,HBO,OM,General,NB,1.569572559
4850,4544,24,HBO,OM,General,NB,1.535605289
5302,4429,24,HBS,OM,General,NB,1.650393012
4904,4447,24,HBW,OM,General,NB,1.51686917
5183,4208,24,HBS,OM,General,NB,1.498371062
5224,4664,24,HBO,OM,General,NB,1.581279033
5064,4661,24,HBW,OM,General,NB,1.512792673
4695,4526,24,HBW,OM,General,NB,1.818496584
5112,4263,24,HBS,OM,General,NB,1.577733132
5297,4561,24,HBW,OM,General,NB,1.499133605
5206,4503,24,HBS,OM,General,NB,1.541269027
5289,4430,24,HBW,OM,General,NB,1.514003949
5297,4503,24,HBS,OM,General,NB,1.507256278
4737,4526,24,HBS,OM,General,NB,1.776959977
4829,4430,24,HBS,OM,General,NB,1.514003949
5185,4643,24,HBS,OM,General,NB,1.531199822
5245,2257,24,HBO,OM,General,NB,1.497106726
5311,4296,24,HBS,OM,General,NB,1.527273409
5262,4526,24,HBS,OM,General,NB,1.818496584
5291,4430,24,HBS,OM,General,NB,1.528395241
4732,4453,24,HBS,SY,General,NB,1.2801201
4829,3296,24,HBO,SY,General,NB,1.294766322
4891,4662,24,HBW,SY,General,NB,1.279246534
4907,4529,24,HBS,SY,General,NB,1.357972903
4891,4058,24,HBO,SY,General,NB,1.286941985
4723,4374,24,HBO,SY,General,NB,1.298683697
4970,4529,24,HBS,SY,General,NB,1.370331711
4696,4660,24,HBS,SY,General,NB,1.314409183
4705,4223,24,HBO,SY,General,NB,1.291272059
5311,4646,24,HBS,SY,General,NB,1.322855821
5285,4430,24,HBS,SY,General,NB,1.300180867
4710,4661,24,HBS,SY,General,NB,1.299140659
5080,4529,24,HBS,SY,General,NB,1.370331711
5283,4116,24,HBW,SY,General,NB,1.295658114
5311,3318,24,HBO,SY,General,NB,1.325180991
5299,4430,24,HBS,SY,General,NB,1.308673072
4941,4280,24,HBO,SY,General,NB,1.286845645
5233,4663,24,HBS,SY,General,NB,1.308261676
5080,2111,24,HBW,SY,General,NB,1.30997626
4829,3347,24,HBO,SY,General,NB,1.344683248
5299,4430,24,HBS,SY,General,NB,1.308673072
4737,3971,24,HBS,SY,General,NB,1.437156234
4829,4646,24,HBO,SY,General,NB,1.299204452
4815,4438,24,HBW,SY,General,NB,1.295138661
4889,4529,24,HBS,SY,General,NB,1.351511642
4912,4661,24,HBS,SY,General,NB,1.341233249
5308,4438,24,HBS,SY,General,NB,1.296428831
4959,4197,24,HBW,SY,General,NB,1.317279842
5297,4640,1,HBS,SY,Ready,NB,45.28350352
5302,3595,1,HBS,SY,Ready,NB,43.76077837
4877,4646,1,HBS,SY,Ready,NB,43.72538391
5030,4616,1,HBO,SY,Ready,NB,42.31762705
4904,4661,1,HBO,SY,Ready,NB,42.13793869
5064,3447,1,HBW,SY,Ready,NB,46.3045527
4829,3858,1,HBW,SY,Ready,NB,41.96835091
4803,4443,1,HBS,SY,Ready,NB,42.1823303
4791,4430,1,HBS,SY,Ready,NB,43.75721347
5311,4339,1,HBO,OM,Ready,NB,86.20384218
5311,4613,1,HBO,SY,Ready,NB,80.14478371
4907,4570,2,HBO,SY,Ready,NB,53.31382107
4815,4402,2,HBW,SY,Ready,NB,57.40023634
5064,4503,2,HBS,SY,Ready,NB,53.72627754
4716,4637,2,HBS,SY,Ready,NB,56.54414467
5030,4474,2,HBW,SY,Ready,NB,56.89662122
4921,4663,2,HBO,SY,Ready,NB,53.73346433
5283,4336,2,HBW,SY,Ready,NB,53.91583569
5311,4526,2,HBS,SY,Ready,NB,64.58788328
4971,4646,2,HBO,SY,Ready,NB,53.65640905
5113,4214,2,HBW,SY,Ready,NB,93.65983351
5087,4631,2,HBW,OM,Ready,NB,92.32634586
4902,4642,3,HBW,SY,Ready,NB,60.63392306
4818,4526,3,HBS,SY,Ready,NB,71.44988289
4877,4113,3,HBS,SY,Ready,NB,61.59972654
4740,4057,3,HBS,SY,Ready,NB,60.36803408
4727,4663,3,HBS,SY,Ready,NB,62.33244671
5060,4646,3,HBO,SY,Ready,NB,60.29293752
4827,4443,3,HBS,SY,Ready,NB,59.41564287
4853,4637,3,HBS,SY,Ready,NB,63.79160382
5282,4443,3,HBS,SY,Ready,NB,59.71548539
5283,4589,3,HBW,SY,Ready,NB,60.10184303
4904,4482,3,HBS,SY,Ready,NB,64.82452901
5283,3085,3,HBS,SY,Ready,NB,60.06070003
5283,2827,3,HBW,SY,Ready,NB,89.7733571
5208,3412,3,HBW,OM,Ready,NB,177.1695065
5301,3068,4,HBW,SY,Ready,NB,90.63115961
4830,990,11,HBO,OM,Ready,NB,95.44907992
4695,4637,4,HBS,OM,Ready,NB,103.0931316
5190,4168,4,HBO,OM,Ready,NB,97.58401291
5197,3230,13,HBO,OM,Ready,NB,97.48929413
4889,4430,4,HBS,OM,Ready,NB,95.84975361
5064,4469,4,HBS,SY,Ready,NB,89.27075953
5064,4660,4,HBS,SY,Ready,NB,88.57701112
4748,4169,4,HBW,SY,Ready,NB,89.06977706
5299,4453,4,HBS,SY,Ready,NB,89.2547886
4890,3192,4,HBO,SY,Ready,NB,92.12354411
5030,4616,4,HBO,SY,Ready,NB,89.46689689
4829,4628,4,HBW,SY,Ready,NB,88.76211238
4907,4430,4,HBS,SY,Ready,NB,83.74329977
4733,3809,4,HBW,SY,Ready,NB,110.2929672
5283,4050,10,HBW,OM,Ready,NB,73.61587335
4829,4008,5,HBO,OM,Ready,NB,73.19977081
5299,2480,10,HBW,OM,Ready,NB,73.82646766
4737,4567,5,HBO,OM,Ready,NB,72.57860232
5295,4344,5,HBO,OM,Ready,NB,74.77277846
5259,4561,5,HBS,OM,Ready,NB,74.54582014
5259,4620,5,HBS,OM,Ready,NB,75.61943102
4941,4661,5,HBS,OM,Ready,NB,73.55402923
5283,4339,5,HBW,SY,Ready,NB,69.71683927
4815,4402,5,HBW,SY,Ready,NB,72.8371686
4829,4661,5,HBW,SY,Ready,NB,68.42145039
5064,4280,5,HBW,SY,Ready,NB,67.77800717
5283,4660,5,HBW,SY,Ready,NB,68.06859886
5308,4661,5,HBS,SY,Ready,NB,68.86872022
4877,4113,5,HBS,SY,Ready,NB,69.9120527
5064,4544,5,HBW,SY,Ready,NB,69.45532047
5283,3134,5,HBS,SY,Ready,NB,68.09294054
4883,4481,5,HBS,SY,Ready,NB,70.7331559
5283,4430,5,HBS,SY,Ready,NB,68.85754361
5259,4456,5,HBW,SY,Ready,NB,69.42288774
5302,4390,5,HBS,SY,Ready,NB,69.33998889
4818,4526,5,HBS,SY,Ready,NB,81.0913986
5268,4430,5,HBS,SY,Ready,NB,68.85754361
4778,4526,5,HBS,SY,Ready,NB,81.0913986
5259,4219,5,HBW,SY,Ready,NB,69.45264631
5311,4526,5,HBS,SY,Ready,NB,81.95782532
5311,4312,6,HBS,OM,Ready,NB,68.87619136
5297,4630,6,HBO,OM,Ready,NB,66.93783625
5302,4541,6,HBW,OM,Ready,NB,84.20771626
5304,2397,6,HBW,OM,Ready,NB,68.84378057
5208,4627,15,HBW,OM,Ready,NB,68.37270756
4968,4354,6,HBW,OM,Ready,NB,67.30741406
5306,4641,6,HBW,OM,Ready,NB,68.45586595
5216,4644,6,HBS,OM,Ready,NB,67.3093763
5273,4332,6,HBS,OM,Ready,NB,69.19096178
4818,4503,6,HBS,SY,Ready,NB,62.92750891
5243,2054,6,HBO,SY,Ready,NB,64.00664817
4878,4603,6,HBO,SY,Ready,NB,64.30323051
4974,4430,6,HBS,SY,Ready,NB,62.54702499
5122,4646,17,HBS,SY,Ready,NB,63.22283241
4818,3874,6,HBW,SY,Ready,NB,62.61506521
5082,4349,16,HBS,SY,Ready,NB,62.76845467
5308,4637,6,HBS,SY,Ready,NB,66.27217973
4889,4646,6,HBW,SY,Ready,NB,62.49981855
4761,3170,6,HBO,SY,Ready,NB,62.61135164
5311,3948,6,HBW,SY,Ready,NB,63.32750482
5304,4646,15,HBS,SY,Ready,NB,64.22436428
4829,3858,6,HBW,SY,Ready,NB,62.24333022
5124,4128,6,HBW,SY,Ready,NB,67.90634087
5304,4430,6,HBS,SY,Ready,NB,64.27157073
5289,1521,17,HBW,SY,Ready,NB,63.84331389
5283,4589,17,HBW,SY,Ready,NB,62.61506521
4850,4457,16,HBO,SY,Ready,NB,62.76379697
4856,4646,6,HBW,SY,Ready,NB,64.84918875
5283,4430,17,HBS,SY,Ready,NB,63.20760047
4912,4664,6,HBO,SY,Ready,NB,65.65264239
4733,3793,7,HBW,SY,Ready,NB,66.08397773
4818,3522,7,HBW,SY,Ready,NB,64.33444393
5311,4662,7,HBO,SY,Ready,NB,65.04187566
5243,2054,19,HBO,SY,Ready,NB,65.76456963
4884,3338,17,HBW,SY,Ready,NB,65.95347245
5302,3595,7,HBS,SY,Ready,NB,66.68418558
5283,4430,7,HBS,SY,Ready,NB,64.94357634
5289,4430,7,HBO,OM,Ready,NB,125.3496596
4889,4430,7,HBS,OM,Ready,NB,124.7266077
5283,4050,7,HBW,OM,Ready,NB,125.3509147
4984,4531,19,HBW,OM,Ready,NB,124.1712079
4876,4390,7,HBO,OM,Ready,NB,125.3025918
4904,4661,20,HBS,OM,Ready,NB,124.6225564
4887,4401,7,HBW,OM,Ready,NB,130.1534601
4818,4526,18,HBS,SY,Ready,NB,76.48204043
5285,4608,7,HBS,SY,Ready,NB,63.9770742
5311,3948,7,HBW,SY,Ready,NB,65.06677383
4890,4238,7,HBW,SY,Ready,NB,63.66406847
4850,4457,7,HBO,SY,Ready,NB,64.48758392
4696,4503,7,HBS,SY,Ready,NB,65.74898401
4891,4277,18,HBW,SY,Ready,NB,63.54662666
4732,4430,17,HBS,SY,Ready,NB,64.26485837
4733,4280,7,HBS,SY,Ready,NB,66.01633228
4728,4310,20,HBW,SY,Ready,NB,76.9702388
4791,4616,18,HBO,SY,Ready,NB,66.57599165
4889,4646,20,HBW,SY,Ready,NB,64.21635542
4941,2479,7,HBW,SY,Ready,NB,63.93529699
5304,4591,8,HBW,OM,Ready,NB,73.66930159
5299,2480,8,HBW,OM,Ready,NB,72.9302828
5289,4321,21,HBW,OM,Ready,NB,75.87201303
4830,4223,8,HBO,OM,Ready,NB,72.22323064
5304,4430,8,HBS,SY,Ready,NB,38.31118455
5311,4503,8,HBS,SY,Ready,NB,37.98409735
5306,4280,8,HBW,SY,Ready,NB,37.92688149
4961,4529,8,HBS,SY,Ready,NB,39.13606857
5283,4613,22,HBO,SY,Ready,NB,38.12606776
4696,4577,22,HBO,SY,Ready,NB,38.15882149
4829,4443,8,HBW,SY,Ready,NB,37.08383845
5311,4613,22,HBO,SY,Ready,NB,38.60015284
5311,4502,8,HBO,SY,Ready,NB,37.88448547
4961,4413,8,HBS,SY,Ready,NB,37.11734257
4941,4475,8,HBW,SY,Ready,NB,37.7460043
5299,4430,21,HBS,SY,Ready,NB,37.71418852
4961,4443,21,HBS,SY,Ready,NB,37.08496401
5302,4390,22,HBS,SY,Ready,NB,37.94095097
4907,4430,8,HBS,SY,Ready,NB,37.46945467
5038,4642,8,HBS,SY,Ready,NB,37.84152666
5285,4642,8,HBS,SY,Ready,NB,37.84043863
5306,4500,8,HBS,SY,Ready,NB,38.56387235
4727,4663,8,HBS,SY,Ready,NB,38.70899431
5311,4503,8,HBW,SY,Ready,NB,37.98409735
4737,4503,8,HBS,SY,Ready,NB,37.11625453
5306,4394,8,HBO,SY,Ready,NB,38.91335815
5249,4377,8,HBO,SY,Ready,NB,37.39910728
5064,4235,21,HBW,SY,Ready,NB,37.38207384
5311,4664,22,HBO,SY,Ready,NB,38.60180365
4829,4280,8,HBW,SY,Ready,NB,37.0851516
5173,4646,8,HBS,SY,Ready,NB,37.68604956
5303,4643,8,HBW,OM,Ready,NB,73.54747891
5311,4526,8,HBS,OM,Ready,NB,87.03630119
5216,4630,8,HBS,OM,Ready,NB,72.51100305
5297,4630,8,HBO,OM,Ready,NB,72.03601837
5302,4541,8,HBW,OM,Ready,NB,90.62122315
4890,4430,9,HBS,SY,Ready,NB,30.46383579
5311,4526,9,HBS,SY,Ready,NB,36.64258738
5299,4453,23,HBS,SY,Ready,NB,30.49574887
5094,4526,9,HBW,SY,Ready,NB,36.08565669
5120,4637,9,HBS,OM,Ready,NB,37.87745213
5118,4280,9,HBO,SY,Ready,NB,36.51971507
5108,4624,9,HBW,SY,Ready,NB,36.25962813
4878,4430,9,HBS,SY,Ready,NB,37.844081
4877,4642,9,HBW,SY,Ready,NB,38.20701348
4829,4503,9,HBS,SY,Ready,NB,36.49288421
4893,4616,9,HBW,SY,Ready,NB,36.41576839
5208,4646,9,HBS,SY,Ready,NB,37.45218878
5249,4346,9,HBS,SY,Ready,NB,36.67126728
4883,4481,22,HBS,SY,Ready,NB,37.86327736
5208,4646,23,HBS,SY,Ready,NB,37.45218878
4803,4443,9,HBS,SY,Ready,NB,36.48201971
5030,4474,9,HBW,SY,Ready,NB,38.64746554
5064,4544,9,HBW,SY,Ready,NB,37.17925532
4829,4077,23,HBW,SY,Ready,NB,44.26300901
5012,4660,9,HBS,SY,Ready,NB,36.58236938
4829,3370,9,HBS,SY,Ready,NB,36.31053706
4748,4169,9,HBW,SY,Ready,NB,36.43657975
4941,4280,9,HBO,SY,Ready,NB,36.28029268
4878,4503,9,HBW,SY,Ready,NB,37.68074669
4907,4570,9,HBO,SY,Ready,NB,36.21382112
5291,4430,23,HBS,SY,Ready,NB,37.00468949
5306,3230,9,HBS,SY,Ready,NB,37.09795521
5124,4128,9,HBW,SY,Ready,NB,39.59931914
5297,4647,9,HBO,SY,Ready,NB,36.25893076
5285,4503,9,HBS,SY,Ready,NB,36.49288421
4736,4016,22,HBW,SY,Ready,NB,39.69203429
5012,4637,9,HBS,SY,Ready,NB,38.7553763
5311,4339,9,HBS,OM,Ready,NB,73.33013309
4961,3062,9,HBW,OM,Ready,NB,71.83181449
4731,4643,23,HBO,OM,Ready,NB,72.65851479
5087,3974,22,HBW,OM,Ready,NB,71.48418007
5304,2397,9,HBW,OM,Ready,NB,72.47921236
4719,4647,9,HBW,OM,Ready,NB,70.37417197
5108,4642,9,HBS,OM,Ready,NB,71.84762901
4818,4503,10,HBS,SY,Ready,NB,23.37227851
5308,4637,10,HBS,SY,Ready,NB,24.61454251
5283,4430,10,HBS,SY,Ready,NB,23.47630898
4716,4637,10,HBS,SY,Ready,NB,24.46275154
4737,2144,10,HBW,SY,Ready,NB,22.98458387
5064,4661,10,HBS,SY,Ready,NB,23.32832856
4791,4430,10,HBS,SY,Ready,NB,24.10355423
5283,4430,10,HBS,SY,Ready,NB,23.47630898
